WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND
180,2.5,29.2,0,24.4,1781.2
0,7.8,18.5,0,26.1,3766.23
0,2.3,0,0,22.2,0
0,3.8,0,0,20.3,0
0,2.3,0,0,22.2,0
75,2.9,3.6,0,25.7,268.308
0,2.2,0,0,29.7,0
28,4.7,24.6,0,18.5,2138.97
0,3.4,0,0,32.3,0
152,2.9,3.6,0,25.7,268.308
103,2.6,0,0,31.4,0
108,5.6,0,0,30.3,0
0,4.8,0,0,25,0
0,5,2.8,0,26.7,373.8
0,7.2,0,0,21.7,0
92,3,46.2,0,23.4,3243.24
0,7.9,0,0,10.2,0
0,4.1,12.7,0,22.2,1155.954
0,4.1,0,0,16.9,0
0,3.1,0,0,30.6,0
0,2.9,0,0,27.3,0
32,6.9,20.6,0,20.1,2857.014
105,3.5,53.3,0,25.3,4719.715
142,4.2,29.5,0,25.4,3147.06
49,6.9,20.6,0,20.1,2857.014
0,8.3,0,0,9.9,0
0,4.1,0,0,28.8,0
0,4.6,0,0,7.3,0
0,7,0,0,19.1,0
0,4.7,0,0,23.2,0
30,2.5,29.2,0,24.4,1781.2
0,7.8,0,0,27.6,0
0,3.6,0,0,24.1,0
0,5.9,0,0,14.4,0
0,3.8,0,0,9.4,0
49,3.7,3,0,25.4,281.94
0,6.1,41.7,0,22.4,5697.888
0,6.2,0,0,30.1,0
0,5,0,0,9.4,0
0,4.2,0,0,7.6,0
0,4.2,0,0,14.4,0
0,2.9,0,0,8.9,0
0,4.2,0,0,31.1,0
0,3.4,0,0,5.8,0
0,2.5,0,0,29.2,0
0,6.4,0,0,13.7,0
0,3,3.6,0,18.3,197.64
0,8.4,0,0,16,0
0,6.4,0,0,19.2,0
0,5.9,0,0,16.3,0
78,4.2,10.9,0,29.7,1359.666
0,7.2,0,0,21.7,0
0,7,0,0,19.1,0
0,7.8,18.5,0,26.1,3766.23
67,3.6,10.2,0,26.3,965.736
0,3.8,0,0,23,0
62,4.7,20.8,0,33.7,3294.512
0,2.7,0,0,16.5,0
0,4.8,2,0,15.6,149.76
70,2.9,3.6,0,25.7,268.308
0,3,0.8,0,31.4,75.36
0,5.8,0,0,9.7,0
0,4.2,0,0,31.1,0
0,5.2,0,0,24,0
0,4.2,0,0,20.6,0
0,3.3,0,0,4.2,0
0,5.6,0,0,13.4,0
0,6,0,0,21.7,0
0,3.4,0,0,5.8,0
0,8.4,0,0,16,0
0,3.4,0,0,17.1,0
0,4.6,0,0,31.9,0
0,7.9,0,0,27.1,0
0,4.7,20.8,0,33.7,3294.512
0,3,0.8,0,31.4,75.36
0,4.2,29.5,0,25.4,3147.06
0,2.5,0,0,16.8,0
0,5.3,9.7,0,28.7,1475.467
0,5.3,15.2,0,16.5,1329.24
0,8.1,0,0,21.2,0
0,3,2.5,0,17,127.5
0,5.2,0,0,31.7,0
0,2.7,0,0,16.5,0
0,2.7,0,0,6.8,0
0,2.9,0,0,19.2,0
0,7,0,0,28.6,0
0,3.8,3,0,24.7,281.58
0,4.1,0,0,30.2,0
0,8.3,0,0,18.8,0
0,2,0,0,8.3,0
0,1.9,0,0,24.4,0
0,4.9,0,0,19.8,0
0,2.3,0,0,22.4,0
0,5.6,0,0,9.3,0
0,4.9,0,0,19.8,0
105,2.5,29.2,0,24.4,1781.2
31,2.6,0,0,31.4,0
0,5.9,0,0,14.4,0
0,3.8,3,0,24.7,281.58
41,5.9,0,0,16.3,0
66,5.9,0,0,16.3,0
0,3.4,0,0,19.1,0
0,2.2,1.3,0,8.2,23.452
0,9.6,0,0,16.1,0
0,2.2,0,0,22.6,0
0,2.9,0,0,26.5,0
0,3.7,0,0,13.2,0
0,4.6,8.9,0,19.6,802.424
0,5.1,0.8,0,29.8,121.584
0,3.6,0,0,30.7,0
0,5,14.5,0,16.4,1189
0,3.8,0,0,20.1,0
60,7.6,4.8,0,8.4,306.432
0,4.2,0,0,29.8,0
119,10.3,10.7,0,21.8,2402.578
0,3,46.2,0,23.4,3243.24
0,3.7,0,0,4.3,0
0,4.6,0,0,9.2,0
0,2.3,0,0,22.2,0
0,3,46.2,0,23.4,3243.24
0,5.9,0,0,16.3,0
0,5.9,0,0,29.3,0
0,3.4,0,0,23,0
0,6.7,0,0,30.9,0
94,7.6,4.8,0,8.4,306.432
0,4.2,29.5,0,25.4,3147.06
0,10.7,0,0,15.5,0
0,4.2,0,0,29,0
0,2,0,0,21.9,0
89,4.2,10.9,0,29.7,1359.666
0,2.4,3.6,0,9.8,84.672
0,4,0,0,34,0
0,6.8,0,0,21.1,0
0,6.8,0,0,16.4,0
0,6.2,0,0,30.1,0
0,1.8,0,0,28.8,0
0,3.3,19.8,0,6.7,437.778
242,2.9,3.6,0,25.7,268.308
0,4.2,0,0,31.1,0
0,4.6,0,0,29.1,0
0,5.3,15.2,0,16.5,1329.24
0,7.6,0,0,31.2,0
96,5.1,0.8,0,29.8,121.584
0,7.2,0,0,3.3,0
258,8,4.1,0,27.2,892.16
0,4.2,0,0,20.6,0
0,5.9,0,0,27.8,0
39,3,8.9,0,31.3,835.71
0,2.2,0,0,19.9,0
0,2.9,10.2,0,22.2,656.676
0,7,0,0,19.1,0
0,4.4,0,0,30.5,0
0,7.8,18.5,0,26.1,3766.23
0,3.1,0,0,30.6,0
0,2.7,0,0,6.8,0
0,4.6,0,0,24.2,0
0,2.7,0,0,28.1,0
0,4.4,0,0,32.7,0
0,5.4,0,0,29.2,0
0,2,0,0,8.3,0
0,4,0,0,1.9,0
0,9.2,44.5,0,10.5,4298.7
0,5.8,0,0,9.7,0
0,2.9,0,0,2.7,0
0,7.4,0,0,17.3,0
0,2.9,3.6,0,25.7,268.308
0,4.6,0,0,30.6,0
0,2.2,0,0,12.7,0
0,3.8,0,0,22.2,0
0,4.1,0,0,30.2,0
0,4.3,0,0,15.9,0
0,2.9,0.5,0,29.4,42.63
0,3.6,0,0,30.7,0
0,2.8,0,0,20.1,0
0,3.1,0,0,30.6,0
0,4.2,0,0,18.6,0
0,2.2,0,0,19.9,0
0,3.1,0,0,30.6,0
0,8.8,1,0,19.4,170.72
0,5,14.5,0,16.4,1189
0,4.8,0,0,25,0
0,4.3,0,0,21.8,0
0,2.2,0,0,29.7,0
0,3.5,53.3,0,25.3,4719.715
0,3.9,2,0,25.9,202.02
0,3.4,0,0,19.1,0
0,3.2,0.3,0,12.1,11.616
0,3.3,4.1,0,23.2,313.896
40,3.6,0,0,28.7,0
0,6.1,41.7,0,22.4,5697.888
0,5.1,1,0,23.4,119.34
0,2.1,2,0,27.4,115.08
0,2.2,0,0,19.9,0
11,3.5,53.3,0,25.3,4719.715
0,9.6,0,0,16.1,0
0,8,4.1,0,27.2,892.16
0,4.8,0,0,12.6,0
0,5.4,0,0,10.6,0
36,8,4.1,0,27.2,892.16
0,4.2,0,0,29,0
0,3.4,0,0,19.1,0
0,3.7,3,0,25.4,281.94
0,5.9,0,0,16.3,0
0,6.5,81.3,0,28.3,14955.135
0,7.8,18.5,0,26.1,3766.23
0,4,0,0,1.9,0
49,5.1,21.3,0,28.6,3106.818
0,10.3,10.7,0,21.8,2402.578
0,5.6,0,0,9.3,0
0,2.3,0,0,29.6,0
0,3.2,0,0,17.9,0
0,6.4,7.9,0,23.7,1198.272
0,4.7,24.6,0,18.5,2138.97
0,3.3,0,0,18.3,0
296,5.1,21.3,0,28.6,3106.818
0,4.9,0,0,12.9,0
0,4.3,2.5,0,14.1,151.575
0,1.9,0,0,24.4,0
60,8,4.1,0,27.2,892.16
0,2.8,0,0,2.9,0
0,2,0,0,8.3,0
0,5.7,40.6,0,20.2,4674.684
0,6.5,0,0,26.6,0
0,8.3,0,0,9.9,0
0,4.8,0,0,25,0
0,2.2,0,0,12.7,0
0,6,0,0,21.7,0
0,4.8,0,0,25,0
34,5.1,0.8,0,29.8,121.584
127,3,46.2,0,23.4,3243.24
0,3.9,0,0,4.2,0
0,5.9,0,0,29.3,0
82,2.9,3.6,0,25.7,268.308
0,6.8,0,0,18.5,0
0,5.9,0,0,23.8,0
0,2.1,0,0,30.1,0
69,3,46.2,0,23.4,3243.24
0,3.4,0,0,7.7,0
0,3.1,0,0,30.6,0
0,3.2,0,0,3.5,0
0,1.9,0,0,24.4,0
0,4.5,0,0,16,0
0,6.5,81.3,0,28.3,14955.135
0,4.7,20.8,0,33.7,3294.512
77,3,46.2,0,23.4,3243.24
0,5.9,0,0,14.4,0
0,3.6,0,0,28.7,0
0,3.4,0,0,23.1,0
0,5.9,0,0,29.3,0
0,3.8,0,0,25.6,0
