WeatherDelay,AWND,PCRP,SNOW,AVGT
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
0,5.4,0,0,-2.8
