Date,Destination Airport,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),AWND,PCRP,SNOW,AVGT
2/14/2016,LAS,3,0,0,0,0,0,5.3,2.5,58,-10.1
2/14/2016,PHL,4,0,0,0,0,0,5.3,2.5,58,-10.1
2/14/2016,TPA,145,38,28,0,0,70,5.3,2.5,58,-10.1
2/14/2016,PBI,0,0,0,0,0,0,5.3,2.5,58,-10.1
2/14/2016,RSW,63,13,19,0,0,29,5.3,2.5,58,-10.1
2/14/2016,DTW,52,26,26,34,0,0,5.3,2.5,58,-10.1
2/14/2016,MSP,14,0,0,0,0,0,5.3,2.5,58,-10.1
2/14/2016,DEN,15,0,0,17,0,15,5.3,2.5,58,-10.1
2/15/2016,SEA,25,8,17,8,0,0,3,0.3,3,-6.3
2/15/2016,SJC,14,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,TPA,7,0,7,9,0,0,3,0.3,3,-6.3
2/15/2016,PDX,40,12,20,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,55,0,12,0,0,19,3,0.3,3,-6.3
2/15/2016,LAS,69,0,12,0,0,36,3,0.3,3,-6.3
2/15/2016,LAX,21,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SNA,3,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,JFK,21,0,21,0,0,0,3,0.3,3,-6.3
2/15/2016,DCA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SAN,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,RDU,-2,0,0,40,0,0,3,0.3,3,-6.3
2/15/2016,LGA,35,0,35,38,0,0,3,0.3,3,-6.3
2/15/2016,BOS,41,0,18,0,0,13,3,0.3,3,-6.3
2/15/2016,MIA,10,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SFO,-5,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LGA,82,0,12,69,0,39,3,0.3,3,-6.3
2/15/2016,FLL,30,0,5,3,0,25,3,0.3,3,-6.3
2/15/2016,LAS,39,16,7,0,0,0,3,0.3,3,-6.3
2/15/2016,MIA,23,0,23,2,0,0,3,0.3,3,-6.3
2/15/2016,DCA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MSP,34,30,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LGA,60,0,0,83,0,0,3,0.3,3,-6.3
2/15/2016,MIA,287,0,2,0,0,276,3,0.3,3,-6.3
2/15/2016,LGA,87,0,38,70,0,0,3,0.3,3,-6.3
2/15/2016,LGA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,STL,-2,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LGA,62,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LGA,97,0,0,137,0,0,3,0.3,3,-6.3
2/15/2016,BOS,77,0,40,0,0,37,3,0.3,3,-6.3
2/15/2016,LGA,59,0,0,70,0,4,3,0.3,3,-6.3
2/15/2016,LGA,-2,0,0,40,0,0,3,0.3,3,-6.3
2/15/2016,LGA,15,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LGA,-3,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LGA,41,41,0,18,0,0,3,0.3,3,-6.3
2/15/2016,LGA,8,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SJU,0,0,0,23,0,0,3,0.3,3,-6.3
2/15/2016,PHX,-1,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHX,260,239,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHL,11,0,11,4,0,0,3,0.3,3,-6.3
2/15/2016,PHX,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,CLT,-3,0,0,30,0,0,3,0.3,3,-6.3
2/15/2016,CLT,-1,0,0,34,0,0,3,0.3,3,-6.3
2/15/2016,PHX,65,0,12,27,0,53,3,0.3,3,-6.3
2/15/2016,CLT,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHL,16,0,0,17,0,16,3,0.3,3,-6.3
2/15/2016,PHL,15,2,0,44,0,13,3,0.3,3,-6.3
2/15/2016,PHL,50,0,0,57,0,50,3,0.3,3,-6.3
2/15/2016,RSW,23,9,10,0,0,0,3,0.3,3,-6.3
2/15/2016,RSW,12,0,12,8,0,0,3,0.3,3,-6.3
2/15/2016,RSW,35,0,32,0,0,0,3,0.3,3,-6.3
2/15/2016,MCO,1,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,EWR,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,EWR,82,21,24,24,0,37,3,0.3,3,-6.3
2/15/2016,DCA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DCA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAX,31,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MIA,26,26,0,3,0,0,3,0.3,3,-6.3
2/15/2016,FLL,3,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MCO,10,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PSP,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SFO,-4,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SAN,7,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,BOS,68,0,15,7,0,53,3,0.3,3,-6.3
2/15/2016,DTW,72,8,21,5,0,43,3,0.3,3,-6.3
2/15/2016,EGE,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,BOS,19,0,19,3,0,0,3,0.3,3,-6.3
2/15/2016,TUS,85,16,16,0,0,26,3,0.3,3,-6.3
2/15/2016,MSP,19,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SEA,6,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,BOS,1,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAX,5,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,FLL,3,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MSP,67,0,21,0,0,40,3,0.3,3,-6.3
2/15/2016,DCA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,CLT,30,0,30,40,0,0,3,0.3,3,-6.3
2/15/2016,STL,95,32,24,11,0,39,3,0.3,3,-6.3
2/15/2016,SAN,22,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,BOS,58,33,25,52,0,0,3,0.3,3,-6.3
2/15/2016,PHX,11,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,STL,19,0,17,0,0,0,3,0.3,3,-6.3
2/15/2016,MIA,33,0,11,0,0,15,3,0.3,3,-6.3
2/15/2016,STL,68,15,40,0,0,12,3,0.3,3,-6.3
2/15/2016,PHL,48,0,0,81,0,0,3,0.3,3,-6.3
2/15/2016,DFW,122,113,0,0,0,0,3,0.3,3,-6.3
2/15/2016,AUS,40,27,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAX,10,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,TUL,22,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MIA,21,21,0,2,0,0,3,0.3,3,-6.3
2/15/2016,MSP,107,92,0,0,0,10,3,0.3,3,-6.3
2/15/2016,MIA,20,4,0,3,0,16,3,0.3,3,-6.3
2/15/2016,MIA,4,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DEN,7,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHX,62,18,44,0,0,0,3,0.3,3,-6.3
2/15/2016,RDU,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHX,59,0,22,0,0,16,3,0.3,3,-6.3
2/15/2016,FLL,18,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,RSW,56,31,23,0,0,0,3,0.3,3,-6.3
2/15/2016,FLL,78,0,78,11,0,0,3,0.3,3,-6.3
2/15/2016,MCO,12,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,TUS,36,6,9,0,0,4,3,0.3,3,-6.3
2/15/2016,TPA,24,0,16,0,0,0,3,0.3,3,-6.3
2/15/2016,RDU,21,0,21,3,0,0,3,0.3,3,-6.3
2/15/2016,LAX,18,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PBI,6,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MCO,77,9,68,14,0,0,3,0.3,3,-6.3
2/15/2016,MCO,16,16,0,8,0,0,3,0.3,3,-6.3
2/15/2016,SEA,5,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SFO,-3,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,RNO,54,0,18,0,0,34,3,0.3,3,-6.3
2/15/2016,PBI,25,0,23,0,0,0,3,0.3,3,-6.3
2/15/2016,CLT,-4,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,CLT,20,20,0,8,0,0,3,0.3,3,-6.3
2/15/2016,CLT,0,0,0,45,0,0,3,0.3,3,-6.3
2/15/2016,CLT,1,0,0,56,0,1,3,0.3,3,-6.3
2/15/2016,PHL,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHX,18,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,CLT,-2,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MSP,64,28,9,0,0,23,3,0.3,3,-6.3
2/15/2016,DCA,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MIA,39,0,37,0,0,0,3,0.3,3,-6.3
2/15/2016,MCO,19,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,STL,14,14,0,3,0,0,3,0.3,3,-6.3
2/15/2016,LAX,14,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAX,18,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,MSP,15,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAX,69,33,12,0,0,0,3,0.3,3,-6.3
2/15/2016,AUS,29,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DEN,144,140,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,92,74,14,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,3,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,7,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,12,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,ATL,19,19,0,57,0,0,3,0.3,3,-6.3
2/15/2016,DCA,75,23,15,114,0,37,3,0.3,3,-6.3
2/15/2016,DFW,13,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,65,0,16,0,0,42,3,0.3,3,-6.3
2/15/2016,DFW,32,4,0,0,0,12,3,0.3,3,-6.3
2/15/2016,DFW,-4,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,115,107,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SNA,139,0,52,0,0,67,3,0.3,3,-6.3
2/15/2016,DFW,43,13,20,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,-1,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,DFW,46,0,20,0,0,2,3,0.3,3,-6.3
2/15/2016,DFW,-2,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAS,0,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,SFO,74,0,0,14,0,74,3,0.3,3,-6.3
2/15/2016,DFW,14,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,BOS,8,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHX,16,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PSP,9,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,LAS,46,34,0,0,0,0,3,0.3,3,-6.3
2/15/2016,PHL,11,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,TPA,25,0,25,4,0,0,3,0.3,3,-6.3
2/15/2016,PBI,2,0,0,0,0,0,3,0.3,3,-6.3
2/15/2016,RSW,37,0,34,0,0,0,3,0.3,3,-6.3
2/15/2016,DTW,89,0,33,1,0,56,3,0.3,3,-6.3
2/15/2016,MSP,71,0,0,0,0,59,3,0.3,3,-6.3
2/15/2016,DEN,54,38,0,0,0,10,3,0.3,3,-6.3
2/16/2016,SEA,12,0,12,6,0,0,2.1,1,10,-2.5
2/16/2016,SJC,13,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,TPA,22,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PDX,30,0,18,11,0,12,2.1,1,10,-2.5
2/16/2016,DFW,3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAS,13,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,6,6,0,10,0,0,2.1,1,10,-2.5
2/16/2016,SNA,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,JFK,0,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DCA,72,0,29,0,0,42,2.1,1,10,-2.5
2/16/2016,SAN,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,RDU,-6,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LGA,91,0,0,109,0,0,2.1,1,10,-2.5
2/16/2016,BOS,1,1,0,14,0,0,2.1,1,10,-2.5
2/16/2016,MIA,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SFO,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LGA,86,0,6,106,0,0,2.1,1,10,-2.5
2/16/2016,FLL,0,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAS,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MIA,87,5,0,3,0,82,2.1,1,10,-2.5
2/16/2016,DCA,13,0,0,57,0,3,2.1,1,10,-2.5
2/16/2016,MSP,4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LGA,108,48,0,69,0,0,2.1,1,10,-2.5
2/16/2016,MIA,5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LGA,146,58,0,19,0,88,2.1,1,10,-2.5
2/16/2016,LGA,98,0,27,99,0,0,2.1,1,10,-2.5
2/16/2016,STL,5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LGA,128,0,10,117,0,0,2.1,1,10,-2.5
2/16/2016,LGA,101,0,10,82,0,16,2.1,1,10,-2.5
2/16/2016,BOS,39,0,37,0,0,0,2.1,1,10,-2.5
2/16/2016,LGA,178,0,0,180,0,0,2.1,1,10,-2.5
2/16/2016,LGA,102,0,0,181,0,0,2.1,1,10,-2.5
2/16/2016,LGA,99,0,0,180,0,0,2.1,1,10,-2.5
2/16/2016,LGA,4,4,0,34,0,0,2.1,1,10,-2.5
2/16/2016,LGA,9,9,0,21,0,0,2.1,1,10,-2.5
2/16/2016,LGA,-3,0,0,22,0,0,2.1,1,10,-2.5
2/16/2016,SJU,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHX,228,0,24,0,0,190,2.1,1,10,-2.5
2/16/2016,PHX,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHL,19,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHX,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,-7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,-5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHX,-7,0,0,17,0,0,2.1,1,10,-2.5
2/16/2016,CLT,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHL,10,10,0,13,0,0,2.1,1,10,-2.5
2/16/2016,PHL,12,0,12,3,0,0,2.1,1,10,-2.5
2/16/2016,PHL,41,0,0,28,0,41,2.1,1,10,-2.5
2/16/2016,RSW,112,55,42,0,0,3,2.1,1,10,-2.5
2/16/2016,RSW,3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,RSW,7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MCO,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,EWR,41,0,41,20,0,0,2.1,1,10,-2.5
2/16/2016,EWR,163,0,32,0,0,118,2.1,1,10,-2.5
2/16/2016,DCA,0,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DCA,1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MIA,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,FLL,7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MCO,16,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PSP,138,20,0,0,0,98,2.1,1,10,-2.5
2/16/2016,SFO,189,95,0,0,85,0,2.1,1,10,-2.5
2/16/2016,SAN,20,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,BOS,33,0,28,0,0,0,2.1,1,10,-2.5
2/16/2016,DTW,18,0,18,0,0,0,2.1,1,10,-2.5
2/16/2016,EGE,87,77,0,0,0,0,2.1,1,10,-2.5
2/16/2016,BOS,72,0,10,54,0,7,2.1,1,10,-2.5
2/16/2016,TUS,29,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MSP,6,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SEA,-2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,BOS,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,FLL,17,0,5,0,0,10,2.1,1,10,-2.5
2/16/2016,MSP,4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DCA,0,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,10,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,STL,3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SAN,-5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,BOS,10,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHX,-2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,STL,-6,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MIA,-2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,STL,8,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHL,10,0,0,24,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,AUS,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,13,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,TUL,7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MIA,85,85,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MSP,26,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MIA,4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MIA,-7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DEN,10,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHX,56,31,7,0,0,0,2.1,1,10,-2.5
2/16/2016,RDU,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHX,51,0,12,0,0,17,2.1,1,10,-2.5
2/16/2016,FLL,2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,RSW,18,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,FLL,37,0,24,0,0,0,2.1,1,10,-2.5
2/16/2016,MCO,-6,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,TUS,-7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,TPA,1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,RDU,-7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PBI,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MCO,45,0,40,0,0,0,2.1,1,10,-2.5
2/16/2016,MCO,7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SEA,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SFO,11,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,RNO,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PBI,0,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,-7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,14,0,14,3,0,0,2.1,1,10,-2.5
2/16/2016,PHL,53,0,1,27,0,52,2.1,1,10,-2.5
2/16/2016,PHX,-5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,CLT,4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MSP,50,43,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DCA,5,0,5,13,0,0,2.1,1,10,-2.5
2/16/2016,MIA,62,10,33,0,0,11,2.1,1,10,-2.5
2/16/2016,MCO,2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,STL,-2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,0,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,19,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,MSP,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAX,112,85,21,0,0,0,2.1,1,10,-2.5
2/16/2016,AUS,18,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DEN,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-4,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-6,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,ATL,21,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DCA,31,0,25,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,25,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,17,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-2,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SNA,47,13,12,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,44,0,6,3,0,11,2.1,1,10,-2.5
2/16/2016,DFW,-5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,26,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAS,12,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,SFO,-5,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DFW,147,103,28,0,0,0,2.1,1,10,-2.5
2/16/2016,BOS,64,0,19,58,0,0,2.1,1,10,-2.5
2/16/2016,PHX,12,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PSP,17,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,LAS,-3,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PHL,-1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,TPA,17,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,PBI,-6,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,RSW,7,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DTW,20,0,20,7,0,0,2.1,1,10,-2.5
2/16/2016,MSP,1,0,0,0,0,0,2.1,1,10,-2.5
2/16/2016,DEN,13,0,13,10,0,0,2.1,1,10,-2.5
2/17/2016,SEA,-4,0,0,15,0,0,2.9,0,0,-2
2/17/2016,SJC,3,0,0,0,0,0,2.9,0,0,-2
2/17/2016,TPA,-6,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PDX,91,91,0,21,0,0,2.9,0,0,-2
2/17/2016,DFW,19,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LAS,10,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LAX,13,13,0,10,0,0,2.9,0,0,-2
2/17/2016,SNA,10,0,0,0,0,0,2.9,0,0,-2
2/17/2016,JFK,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,DCA,2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,SAN,2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,RDU,-3,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-1,0,0,0,0,0,2.9,0,0,-2
2/17/2016,BOS,-5,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MIA,-3,0,0,0,0,0,2.9,0,0,-2
2/17/2016,SFO,55,14,0,19,0,41,2.9,0,0,-2
2/17/2016,LGA,-8,0,0,0,0,0,2.9,0,0,-2
2/17/2016,FLL,-7,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LAS,-1,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MIA,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,DCA,3,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MSP,-4,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-8,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MIA,0,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-4,0,0,30,0,0,2.9,0,0,-2
2/17/2016,LGA,-8,0,0,0,0,0,2.9,0,0,-2
2/17/2016,STL,-5,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,21,21,0,17,0,0,2.9,0,0,-2
2/17/2016,LGA,39,8,0,7,0,31,2.9,0,0,-2
2/17/2016,BOS,-1,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-5,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-5,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,0,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LGA,-4,0,0,0,0,0,2.9,0,0,-2
2/17/2016,SJU,-4,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHX,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHX,-4,0,0,16,0,0,2.9,0,0,-2
2/17/2016,PHL,-3,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHX,-4,0,0,0,0,0,2.9,0,0,-2
2/17/2016,CLT,-7,0,0,0,0,0,2.9,0,0,-2
2/17/2016,CLT,-12,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHX,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,CLT,-13,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHL,-5,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHL,-7,0,0,0,0,0,2.9,0,0,-2
2/17/2016,PHL,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,RSW,-1,0,0,0,0,0,2.9,0,0,-2
2/17/2016,RSW,1,0,0,0,0,0,2.9,0,0,-2
2/17/2016,RSW,1,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MCO,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,EWR,-10,0,0,0,0,0,2.9,0,0,-2
2/17/2016,EWR,-2,0,0,0,0,0,2.9,0,0,-2
2/17/2016,DCA,-4,0,0,0,0,0,2.9,0,0,-2
2/17/2016,DCA,-5,0,0,0,0,0,2.9,0,0,-2
2/17/2016,LAX,-8,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MIA,7,0,0,17,0,7,2.9,0,0,-2
2/17/2016,FLL,-4,0,0,0,0,0,2.9,0,0,-2
2/17/2016,MCO,0,0,0,0,0,0,2.9,0,0,-2
