WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND,,,,,,,,,,,,
66,1.067622682,4.393405867,-0.201493861,0.770183847,14955.135,,,,,,,,,,,,
46,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684,,,,,,,,,,,,
92,-0.684756701,-0.422089718,-0.201493861,0.742553696,285.6,,,,,,,,,,,,
142,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578,,,,,,,,,,,,
51,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
174,0.276225541,0.703370936,-0.201493861,0.797813998,3106.818,,,,,,,,,,,,
46,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97,,,,,,,,,,,,
37,0.615395744,1.890332172,-0.201493861,0.024169766,4674.684,,,,,,,,,,,,
102,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308,,,,,,,,,,,,
46,2.141661658,-0.606591464,-0.201493861,-0.36265235,0,,,,,,,,,,,,
41,-1.419625474,-0.4835903,-0.201493861,0.687293393,115.08,,,,,,,,,,,,
50,-0.967398536,-0.385189368,-0.201493861,0.530722537,268.308,,,,,,,,,,,,
89,3.215700634,0.051464765,-0.201493861,0.171530572,2402.578,,,,,,,,,,,,
47,-0.571699966,-0.606591464,-0.201493861,0.807024048,0,,,,,,,,,,,,
143,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715,,,,,,,,,,,,
47,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97,,,,,,,,,,,,
39,1.29373615,0.660320529,-0.201493861,0.014959715,2857.014,,,,,,,,,,,,
90,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666,,,,,,,,,,,,
85,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
107,-0.910870169,2.234735433,-0.201493861,0.318891378,3243.24,,,,,,,,,,,,
56,-0.571699966,0.020714474,-0.201493861,0.585982839,965.736,,,,,,,,,,,,
144,-0.628228333,2.671389566,-0.201493861,0.493882335,4719.715,,,,,,,,,,,,
93,-0.232529763,0.063764882,-0.201493861,0.899124552,1359.666,,,,,,,,,,,,
96,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97,,,,,,,,,,,,
53,0.050112073,0.906322858,-0.201493861,-0.132401091,2138.97,,,,,,,,,,,,
