WeatherDelay,AWND,PCRP,SNOW,AVGT,CMPND,AP,AA,PA
124,3.215700634,0.051464765,-0.201493861,0.171530572,0.195297119,0.165495277,0.551590969,0.008827781
85,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
80,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
60,1.406792885,-0.422089718,-0.201493861,0.245210975,-0.514808869,-0.593792812,0.344961055,-0.103501031
34,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
104,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
72,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
84,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
78,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
77,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
40,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
66,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
46,0.615395744,1.890332172,-0.201493861,0.024169766,1.035104403,1.163302373,0.014873971,0.045688886
92,-0.684756701,-0.422089718,-0.201493861,0.742553696,-0.587172337,0.289028763,-0.508468619,-0.31342428
142,3.215700634,0.051464765,-0.201493861,0.171530572,0.195297119,0.165495277,0.551590969,0.008827781
51,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
174,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
46,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
37,0.615395744,1.890332172,-0.201493861,0.024169766,1.035104403,1.163302373,0.014873971,0.045688886
102,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
46,2.141661658,-0.606591464,-0.201493861,-0.36265235,-0.692734736,-1.299113681,-0.776678633,0.21998182
41,-1.419625474,-0.4835903,-0.201493861,0.687293393,-0.650199299,0.686517109,-0.975699209,-0.332368418
50,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
89,3.215700634,0.051464765,-0.201493861,0.171530572,0.195297119,0.165495277,0.551590969,0.008827781
47,-0.571699966,-0.606591464,-0.201493861,0.807024048,-0.692734736,0.346788319,-0.461375621,-0.489533899
143,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
47,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
39,1.29373615,0.660320529,-0.201493861,0.014959715,0.363264046,0.854280539,0.019353924,0.009878207
90,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
85,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
107,-0.910870169,2.234735433,-0.201493861,0.318891378,0.506019449,-2.035553842,-0.290468643,0.712637862
56,-0.571699966,0.020714474,-0.201493861,0.585982839,-0.335783024,-0.011842464,-0.335006369,0.012138326
144,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
93,-0.232529763,0.063764882,-0.201493861,0.899124552,-0.190180097,-0.014827233,-0.209073219,0.057332571
96,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
53,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
80,-0.967398536,-0.385189368,-0.201493861,0.530722537,-0.593563741,0.372631631,-0.513420205,-0.204428679
210,0.276225541,0.703370936,-0.201493861,0.797813998,0.455595662,0.194289017,0.220376603,0.561159179
38,0.276225541,-0.557390998,-0.201493861,0.908334603,-0.647795315,-0.15396563,0.250905217,-0.506297531
51,0.050112073,0.672620645,-0.201493861,1.267526567,0.524970413,0.033706415,0.063518384,0.852564537
278,-0.006416295,-0.495890416,-0.201493861,0.493882335,-0.615306047,0.003181779,-0.003168895,-0.244911517
54,0.050112073,0.906322858,-0.201493861,-0.132401091,0.09786332,0.045417717,-0.006634893,-0.119998135
257,-0.232529763,1.20767571,-0.201493861,0.503092386,0.470469759,-0.280820547,-0.116983953,0.607572454
147,-1.193512005,1.189225536,-0.201493861,0.410991882,-0.034374283,-1.419354954,-0.490523745,0.488762041
59,-0.967398536,-0.606591464,-0.201493861,0.935964754,-0.692734736,0.586815694,-0.905450933,-0.56774823
47,3.215700634,0.051464765,-0.201493861,0.171530572,0.195297119,0.165495277,0.551590969,0.008827781
85,0.615395744,1.890332172,-0.201493861,0.024169766,1.035104403,1.163302373,0.014873971,0.045688886
93,1.067622682,4.393405867,-0.201493861,0.770183847,4.834926081,4.690499755,0.822265744,3.383730232
90,-0.628228333,2.671389566,-0.201493861,0.493882335,1.051748592,-1.678242614,-0.310270876,1.319352117
43,1.915548189,-0.354439077,-0.201493861,0.668873293,-0.362977908,-0.678945132,1.281259025,-0.237074833
